name,Standardized_Name,Brand,Category,Sub_Category,Micro_Category,Size_Weight,mrp
Tomato Chakli,Tomato Chakli,Unknown,Snacks & Munchies,Namkeen & Mixtures,Chakli,pc,70
Tresemme Dr Shampoo 190Ml,Tresemme Hd Shampoo,TRESemme,Personal Care,Hair Care,Shampoo,185ml,220
Tresemme Hd Conditioner 190Ml,Tresemme Hydra Conditioner,TRESemmé,Personal Care,Hair Care,Conditioner,190ml,187
Everest Chaat Masala 50G,Everest Chaat Masala,Everest,Masala & Dry Fruits,Blended Spices,Chaat Masala,50g,44
Turdal 250Gm,Turdal Dp,Unknown,"Atta, Rice & Dal",Dals & Pulses,Toor Dal,500g,49
Turdal 500G,Turdal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Toor Dal,250g,98
Aadhar Oil 1Pic,Aadhar Oil 1Pic,Aadhar,Masala & Dry Fruits,Cooking Oils,Cooking Oil,pc,180
Turdal Dp 500Gm,Turdal Dp,Unknown,"Atta, Rice & Dal",Dals & Pulses,Toor Dal,500g,110
Turdal Oily 1Kg,Turdal Oily,Unknown,"Atta, Rice & Dal",Dals & Pulses,Toor Dal,1kg,190
Turdal Oily 500G,Turdal Oily,Unknown,"Atta, Rice & Dal",Dals & Pulses,Toor Dal,1kg,95
Turmeric Powder 500G,Turmeric Powder,Unknown,Masala & Dry Fruits,Ground Spices,Turmeric Powder,500g,240
Turmeric Powder 100G,Turmeric Powder,Unknown,Masala & Dry Fruits,Ground Spices,Turmeric Powder,500g,48
Turmeric Powder 250G,Turmeric Powder,Unknown,Masala & Dry Fruits,Ground Spices,Turmeric Powder,500g,120
Ujala 250 Ml,Ujala,Ujala,Cleaning Essentials,Laundry,Fabric Whitener,250ml,80
Unibic Oats Cookies 1+1,Unibic Oats Cookies 1+1,Unibic,"Tea, Coffee & Health Drinks",Health Drinks & Mixes,Oats & Cereals,pc,50
Upwas Khakhra 200Gm,Upwas Khakhra,Unknown,Snacks & Munchies,Khakra & Snacks,Khakra,200g,100
Til Katri 200Gm,Til Katri,Unknown,Sweet Tooth,Indian Sweets,Til Treats,200g,70
Urad Dal 250G,Urad Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Urad Dal,pc,49
Urad Dal 500G,Urad Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Urad Dal,pc,98
Urad Dal Surati 1Kg,Urad Dal Surati,Unknown,"Atta, Rice & Dal",Dals & Pulses,Urad Dal,1kg,220
Urad Dal Surati 250Gm,Urad Dal Surati,Unknown,"Atta, Rice & Dal",Dals & Pulses,Urad Dal,1kg,55
Urad Dal Surati 500Gm,Urad Dal Surati,Unknown,"Atta, Rice & Dal",Dals & Pulses,Urad Dal,1kg,110
Urad Pith 250G,Urad Pith,Unknown,Snacks & Munchies,Namkeen & Mixtures,Namkeen,250g,60
Tomato Banana Wafer 200Gm,Tomato Banana Wafer,Unknown,Snacks & Munchies,Chips & Crisps,Banana Chips,200g,80
Urad Pith 500G,Urad Pith,Unknown,Snacks & Munchies,Namkeen & Mixtures,Namkeen,250g,120
Utane 100G,Utane,Unknown,Personal Care,Bath & Body,Ubtan/Scrub,100g,80
Utane 50G,Utane,Unknown,Personal Care,Bath & Body,Ubtan/Scrub,100g,40
Vicco 200G Cdb Vajradanti Ayurd Medcn 18 Herbs&Barks+Fr 1N Sensocln Tb,Vicco Cdb Vajradanti Ayurd Medcn 18 Herbs&Barks+Fr 1N Sensocln Tb,Vicco,Personal Care,Oral Care,Toothpaste,200g,127
Vijaya 500M Pph Agmark Special Grade Ghee Telangana Simply The Best Mi,Vijaya 500M Pph Agmark Special Grade Ghee Telangana Simply The Best Mi,Vijaya,"Dairy, Bread & Eggs",Ghee & Butter,Ghee,pc,325
Vanaspati Dala 500Ml,Vanaspati Dala,Unknown,"Dairy, Bread & Eggs",Ghee & Butter,Vanaspati Ghee,500ml,120
Vandevi Hing 100G,Vandevi Hing,Vandevi,Masala & Dry Fruits,Masala & Spices,Asafoetida,100g,160
Vandevi Hing 200G,Vandevi Hing,Vandevi,Masala & Dry Fruits,Masala & Spices,Asafoetida,100g,320
Vandevi Hing 500G,Vandevi Hing,Vandevi,Masala & Dry Fruits,Masala & Spices,Asafoetida,100g,800
Vandevi Khada Hing 50G,Vandevi Khada Hing,Vandevi,Masala & Dry Fruits,Whole Spices,Asafoetida (Hing),50g,74
Vanish Liq.,Vanish Liquid.,Vanish,Cleaning Essentials,Laundry,Stain Remover,pc,207
Vaseline Cocoa Glow 100Ml,Vaseline Cocoa Glow,Vaseline,Personal Care,Skin Care,Body Lotion,100ml,95
Veeba Caesar Dressing 300G,Veeba Caesar Dressing,Veeba,Instant & Frozen Food,Sauces & Ketchup,Salad Dressing,300g,149
Veeba Chilli Oregano Sauce,Veeba Chilli Oregano Sauce,Veeba,Instant & Frozen Food,Sauces & Ketchup,Sauce,pc,135
Veeba Chipotle Southwest Dressing,Veeba Chipotle Southwest Dressing,Veeba,Snacks & Munchies,Namkeen & Mixtures,Namkeen,pc,169
Veeba Mayonnaise 100G,Veeba Mayonnaise,Veeba,Snacks & Munchies,Dips & Spreads,Veg Mayonnaise,pc,45
Veeba Olive Oil Mayonnaise,Veeba Olive Oil Mayonnaise,Veeba,Masala & Dry Fruits,Cooking Oils,Olive Oil,pc,175
Veet Cream 5In1 30G,Veet Cream 5In1,Veet,Personal Care,Hair Removal,Hair Removal Cream,30g,75
Veet Men Normal Skin 25G,Veet Men Normal Skin,Veet,Personal Care,Hair Removal,Hair Removal Cream,25g,63
Vicco Turmeric Cream 15G,Vicco Turmeric Cream,Vicco,Personal Care,Skin Care,Face Cream,30g,66
Vicco Turmeric Cream 30G,Vicco Turmeric Cream,Vicco,Personal Care,Skin Care,Face Cream,30g,125
Vicco Vajradanti 100G,Vicco Vajradanti,Vicco,Personal Care,Oral Care,Toothpaste,100g,73
Vicco Soft Toothbrush,Vicco Soft Toothbrush,Vicco,Personal Care,Oral Care,Toothbrush,pc,44
Vijaya Ghee 1Kg Special,Vijaya Ghee Special,Vijaya,"Dairy, Bread & Eggs",Ghee & Butter,Ghee,1kg,510
Vim Gel Bottle,Vim Gel Bottle,Vim,Cleaning Essentials,Dish Cleaners,Dishwash Liquid,pc,445
Vim Lemons 300G,Vim Lemons,Vim,Cleaning Essentials,Dish Cleaners,Dish Bar,300g,30
Vim Lemons 65G,Vim Lemons,Vim,Cleaning Essentials,Dish Cleaners,Dish Bar,300g,5
Vim Pudina 250G,Vim Pudina,Vim,Cleaning Essentials,Dish Cleaners,Dishwash Liquid,250g,24
Wagh Bakari Spices Tea 250G,Wagh Bakari Spices Tea,Wagh Bakri,"Tea, Coffee & Health Drinks",Tea,Blended Tea,250g,160
Wagh Bakri Tea,Wagh Bakri Tea,Wagh Bakri,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Blended Tea,pc,140
Wagh Bakri Tea,Wagh Bakri Tea,Wagh Bakri,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Blended Tea,pc,280
Wal 250 G,Kaju 250Gf,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,pc,50
Veeba Barbeque Sauce 330Gms,Veeba Barbeque Sauce,Veeba,Instant & Frozen Food,Sauces & Ketchup,BBQ Sauce,330g,155
Np Sunflower Oil 1.Pic,Np Sunflower Oil 1.Pic,Unknown,Masala & Dry Fruits,Cooking Oils,Sunflower Oil,pc,170
Pro Nature Besan 500Gm,Pro Nature Besan,Pro Nature,"Atta, Rice & Dal",Flours,Besan,500g,146
Waldal 250Gm,Waldal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Val Dal,250g,80
Walnut,Walnut,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Walnuts,250g,900
Everest Kashmirilal 100G,Everest Kashmirilal,Everest,Masala & Dry Fruits,Ground Spices,Chilli Powder,100g,100
Wheat Laddu Pith 500Kg,Wheat Laddu Pith,Unknown,Sweet Tooth,Indian Sweets,Ladoo,500kg,36
Wheat Chivda 250Gm,Wheat Chivda,Unknown,Snacks & Munchies,Namkeen & Mixtures,Chivda,250g,80
Wheat Flour 1Kg,Wheat Flour,Unknown,"Atta, Rice & Dal",Atta & Flour,Wheat Flour,500g,60
Wheat Kaju Nankatai,Wheat Kaju Nankatai,Unknown,Snacks & Munchies,Biscuits & Cookies,Nankatai Cookies,pc,50
Wheat Mamara 100G,Wheat Mamara,Unknown,Snacks & Munchies,Healthy Snacks,Wheat Snack,100g,30
Wheat Mamara 200G,Wheat Mamara,Unknown,Snacks & Munchies,Healthy Snacks,Wheat Snack,100g,60
Wheel 2In1 Powder 1Kg,Wheel 2In1 Powder,Wheel,Cleaning Essentials,Laundry,Detergent Powder,1kg,73
Wheel 2In1 Powder 500G,Wheel 2In1 Powder,Wheel,Cleaning Essentials,Laundry,Detergent Powder,1kg,33
Wheel Blue 1Kg,Wheel Blue,Wheel,Cleaning Essentials,Laundry,Detergent Powder,1kg,56
White Dhokala Atta 250Gm,White Dhokala Atta,Unknown,"Atta, Rice & Dal",Flours,Mixed Flour,250g,35
White Dhokala Atta 500G,White Dhokala Atta,Unknown,"Atta, Rice & Dal",Flours,Mixed Flour,250g,70
White Til 100G,White Til,Unknown,Masala & Dry Fruits,Seeds & Nuts,Sesame Seeds,100g,36
White Til 1Kg,White Til,Unknown,Masala & Dry Fruits,Seeds & Nuts,Sesame Seeds,100g,320
White Til 250G,White Til,Unknown,Masala & Dry Fruits,Seeds & Nuts,Sesame Seeds,100g,90
White Til 50G,White Til,Unknown,Masala & Dry Fruits,Seeds & Nuts,Sesame Seeds,100g,18
White Tone Powder 30G,White Tone Powder,Unknown,Personal Care,Face Care,Face Powder,30g,65
White Vatana 250G,White Vatana,Unknown,"Atta, Rice & Dal",Dals & Pulses,White Vatana,250g,40
White Vatana 500Gm,White Vatana,Unknown,"Atta, Rice & Dal",Dals & Pulses,White Vatana,250g,80
Whitetone Face Powder 70G,Whitetone Face Powder,Whitetone,Personal Care,Face Care,Face Powder,30g,100
Woods Natural Incense,Woods Natural Incense,Woods Natural,Pooja Needs,Incense,Agarbatti,pc,150
Yojak Karvand Sy 500,Yojak Karvand Syrup 500,Yojak,Cold Drinks & Juices,Squashes & Syrups,Kokum Syrup,pc,100
Yojak Kokam 500,Yojak Kokam 500,Yojak,Cold Drinks & Juices,Squashes & Syrups,Kokum Syrup,pc,75
Yardley English Lavender 100G,Yardley English Lavender,Yardley,Personal Care,Bath & Body,Talcum Powder,100g,132
Yardley London Hw 750Ml + 180Ml Free,Yardley London Hw + Free,Yardley,Personal Care,Bath & Body,Hand Wash,750ml,109
Yellow B Wefer 250Gm,Yellow B Wefer,Unknown,Snacks & Munchies,Namkeen & Mixtures,Namkeen,250g,110
Yellow Rai 100Gm,Yellow Rai,Unknown,Masala & Dry Fruits,Whole Spices,Mustard Seeds,100g,36
Ariel Top Lit 2,Ariel Top Lit 2,Ariel,Cleaning Essentials,Laundry,Detergent Powder,pc,430
Charoli 100G,Charoli,Unknown,Masala & Dry Fruits,Dry Fruits,Charoli,100g,320
Charoli 50G,Charoli,Unknown,Masala & Dry Fruits,Dry Fruits,Charoli,100g,160
Charowli,Charowli,Unknown,Masala & Dry Fruits,Dry Fruits,Charoli,pc,50
Chanachor 200Gm,Chanachor,Unknown,Snacks & Munchies,Namkeen & Mixtures,Namkeen,200g,90
Charowli,Charowli,Unknown,Masala & Dry Fruits,Dry Fruits,Charoli,pc,200
Charowli 50Gm,Charowli,Unknown,Masala & Dry Fruits,Dry Fruits,Charoli,pc,100
Cheesling 100G,Cheesling,Unknown,Snacks & Munchies,Namkeen & Mixtures,Namkeen,100g,35
Cho Eclair,Cho Eclair,Unknown,Sweet Tooth,Chocolates,Chocolate,pc,120
Clean & Clear Face Wash,Clean & Clear Face Wash,Clean & Clear,Personal Care,Face Care,Face Wash,pc,180
Colgate 150G,Colgate,Colgate,Snacks & Munchies,Namkeen & Mixtures,Namkeen,150g,92
Colgate Total Advanced Health 120Gm,Colgate Total Advanced Health,Colgate,Personal Care,Oral Care,Toothpaste,120g,154
Colget Max 80Gm,Colget Max,Colgate,Snacks & Munchies,Namkeen & Mixtures,Namkeen,80g,68
Colin,Colin,Colin,Cleaning Essentials,Glass & Surface Cleaners,Glass Cleaner,pc,104
Dibichek Biscuit 150Gm,Dibichek Biscuit,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,150g,70
Everest Kasuri Methi 25G,Everest Kasuri Methi,Everest,Masala & Dry Fruits,Blended Spices,Kasuri Methi,25g,30
Godrej Handwash 725Ml,Godrej Handwash,Godrej,Snacks & Munchies,Namkeen & Mixtures,Namkeen,725ml,99
Gooreg No 1 47G,Gooreg No 1,Unknown,Snacks & Munchies,Namkeen & Mixtures,Namkeen,47g,40
Kadak Bundi Ladu 250G,Kadak Bundi Ladu,Unknown,Sweet Tooth,Indian Sweets,Ladoo,250g,70
Vatika Shampoo Henna &Amla 340Ml,Vatika Shampoo Henna &Amla,Vatika,Personal Care,Hair Care,Shampoo,340ml,285
Kaju Tost,Kaju Tost,Unknown,Snacks & Munchies,Namkeen & Mixtures,Namkeen,pc,110
Kaju Tukda 250Gm,Kaju Tukda,Unknown,Masala & Dry Fruits,Dry Fruits,Cashews,250g,300
Karachi Badam Pista Biscuits,Karachi Badam Pista Biscuits,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,pc,120
Karachi Cashew Biscuit,Karachi Cashew Biscuit,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,pc,110
Methi 250Gm,Methi,Unknown,Masala & Dry Fruits,Whole Spices,Fenugreek Seeds,pc,60
Khata Mitha,Khata Mitha,Unknown,Paan Corner,Mukhwas & Mouth Fresheners,Sweet & Sour Mix,pc,70
Khari Shankarpali 200G,Khari Shankarpali,Unknown,Snacks & Munchies,Farsan & Chakli,Khari Shankarpali,500g,80
Knor,Knor,Unknown,Instant & Frozen Food,Ready to Cook,Soup Mix,pc,65
Kothimbir Chivda 250Gm,Kothimbir Chivda,Unknown,Snacks & Munchies,Namkeen & Mixtures,Chivda,250g,75
Lonavala Kokum 250G,Lonavala Kokum,Unknown,Cold Drinks & Juices,Squashes & Syrups,Kokum Syrup,250g,120
Mach 3,Mach 3,Unknown,Personal Care,Male Grooming,Razor,pc,275
Maggi Coconut Milk Powder 100G,Maggi Coconut Milk Powder,Maggi,Instant & Frozen Food,Cooking Ingredients,Coconut Milk Powder,100g,100
Manish Jira Po,Manish Jira Po,Manish,Masala & Dry Fruits,Masala & Spices,Masala & Spice Blends,pc,41
Miri Po 25 Gm,Miri Powder,Unknown,Masala & Dry Fruits,Ground Spices,Black Pepper Powder,25g,35
Misal Mix,Misal Mix,Unknown,Instant & Frozen Food,Ready to Cook,Misal Mix,pc,160
Mix Dryfruit,Mix Dryfruit,Unknown,Masala & Dry Fruits,Dry Fruits,Mixed Dry Fruits,pc,550
Mix Dryfruit 100Gm,Mix Dryfruit,Unknown,Masala & Dry Fruits,Dry Fruits,Mixed Dry Fruits,pc,110
Mudraa Maida,Mudraa Maida,Unknown,"Atta, Rice & Dal",Flours,Maida,pc,38
Multigrain Chakli,Multigrain Chakli,Unknown,Snacks & Munchies,Namkeen & Mixtures,Chakli,pc,80
Khobara Khis 250G,Khobara Khis,Unknown,"Tea, Coffee & Health Drinks",Tea,Blended Tea,250g,150
My Fit .P Butter Acrunch,My Fit .P Butter Acrunch,My Fit,Sweet Tooth,Spreads & Nut Butters,Peanut Butter,pc,419
Everest Panipuri Masala 100G,Everest Panipuri Masala,Everest,Snacks & Munchies,Namkeen & Mixtures,Puri,100g,78
Nestle Everyday Whitener 200 Gm,Nestle Everyday Whitener,Nestle,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,200g,127
Oral B Charoal,Oral B Charoal,Oral-B,Personal Care,Oral Care,Toothbrush,pc,99
Paanshot 100G,Paanshot,Unknown,Paan Corner,Paan Leaves,Betel Leaf,100g,50
Paanshot 200G,Paanshot,Unknown,Paan Corner,Paan Leaves,Betel Leaf,100g,100
Pani Puri 250Gm,Pani Puri,Unknown,Snacks & Munchies,Namkeen & Mixtures,Puri,250g,50
Parachute 50Ml,Parachute,Parachute,Personal Care,Hair Care,Hair Oil,250ml,20
Parle G Gold 75Rs,Parle G Gold 75Rs,Parle,Snacks & Munchies,Biscuits & Cookies,Biscuits,pc,75
Poha,Poha,Unknown,"Atta, Rice & Dal",Poha & Flattened Rice,Poha,500kg,64
Pril Lime 425 Ml,Pril Lime,Pril,Cleaning Essentials,Dish Cleaners,Dishwash Liquid,425ml,116
Rajgira 500G,Rajgira,Unknown,Personal Care,Hair Care,Hair Oil,250g,100
Santoor Hand Wash 215Ml,Santoor Hand Wash,Santoor,Personal Care,Hand Wash & Sanitizers,Liquid Hand Wash,pc,70
Satara Kandi Peda,Satara Kandi Peda,Unknown,Sweet Tooth,Indian Sweets,Indian Sweets,pc,140
Sensodyne Toothbrushes 2+1,Sensodyne Toothbrushes 2+1,Sensodyne,Personal Care,Oral Care,Toothbrush,pc,60
Spl Dite Chivda,Spl Dite Chivda,Unknown,Snacks & Munchies,Namkeen & Mixtures,Chivda,pc,75
Streax Hair Serum 45Ml,Streax Hair Serum,Streax,Personal Care,Hair Care,Hair Serum,45ml,110
Suffa Toast 200G,Suffa Toast,Unknown,Snacks & Munchies,Biscuits & Cookies,Toast Biscuit,200g,60
Sunsilk Black,Sunsilk Black,Sunsilk,Snacks & Munchies,Namkeen & Mixtures,Namkeen,pc,680
Surf Excel 150Gm,Surf Excel,Surf Excel,Cleaning Essentials,Laundry,Detergent Powder,150g,22
Sweet Banana 200G,Sweet Banana,Unknown,Sweet Tooth,Candy & Toffees,Candy,200g,100
Tata Sampann Poha,Tata Sampann Poha,Tata,"Atta, Rice & Dal",Poha & Flattened Rice,Poha,pc,48
Vanish Oxi Action 180Ml,Vanish Oxi Action,Vanish,Cleaning Essentials,Laundry,Stain Remover,180ml,65
Vaseline Jelly 50 G,Vaseline Jelly,Vaseline,Personal Care,Skin Care,Petroleum Jelly,50g,79
Walnut 250G,Walnut,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Walnuts,250g,550
Watermelon Seed,Watermelon Seed,Unknown,Masala & Dry Fruits,Seeds & Nuts,Watermelon Seeds,pc,99
Tide Powder 500G,Tide Powder,Tide,Cleaning Essentials,Laundry,Detergent Powder,1kg,73
Everest Pani Puri Masala 50G,Everest Pani Puri Masala,Everest,Snacks & Munchies,Namkeen & Mixtures,Puri,50g,40
Khajoor Pak 500Gm,Khajoor Pak,Unknown,Sweet Tooth,Indian Sweets,Indian Sweets,500g,400
Amul 200 Gm Cube ( 8X25Gm ) [Prochs],Amul Cube ( 8X ) [Prochs],Amul,"Dairy, Bread & Eggs",Cheese & Paneer,Processed Cheese,200g,127
Asr 90 Gm Plpch Red Coconut Red Chutney,Asr Plpch Red Coconut Red Chutney,ASR,Masala & Dry Fruits,Pickles & Chutneys,Chutney,90g,50
Maggi 2 Minute,Maggi 2 Minute,Maggi,Instant & Frozen Food,Noodles & Pasta,Instant Noodles,pc,15
Anuved Chanan,Anuved Chanan,Anuved,"Atta, Rice & Dal",Dals & Pulses,Chana,pc,81
Amul 200 Gm Cheese Slice [Prochs],Amul Cheese Slice [Prochs],Amul,"Dairy, Bread & Eggs",Cheese & Paneer,Cheese Slices,200g,136
Asr Chutney Powder 100G,Asr Chutney Powder,ASR,Masala & Dry Fruits,Pickles & Chutneys,Chutney,100g,50
Exo Round 500G,Exo Round,Exo,Cleaning Essentials,Dish Cleaners,Dish Bar,500g,60
Sonal Diet Rangeela Mix,Sonal Diet Rangeela Mix,Sonal,Snacks & Munchies,Namkeen & Mixtures,Namkeen,pc,85
Alpino Coconut Pb. Smooth,Alpino Coconut Peanut Butter. Smooth,Alpino,Sweet Tooth,Spreads & Nut Butters,Peanut Butter,pc,199
Alpino Natural Pb. Smooth U.S.,Alpino Natural Pb. Crunch U.S.,Alpino,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,219
Alpino Organic Pb. Smooth U. S.,Alpino Organic Pb. Crunch U. S.,Alpino,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,249
Alpino Classic Pb. Smooth,Alpino Classic P.B.Smooth,Alpino,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,199
Alpino Hp.Pb Smooth Natural,Alpino Hp.Peanut Butter Smooth Natural,Alpino,Sweet Tooth,Spreads & Nut Butters,Peanut Butter,pc,649
Alpino Natural Pb .Crunch U. S.,Alpino Natural Pb. Crunch U.S.,Alpino,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,499
Alpino Natural Pb .Smooth U. S.,Alpino Natural Peanut Butter .Smooth U. S.,Alpino,Sweet Tooth,Spreads & Nut Butters,Peanut Butter,pc,499
Alpino Pb Dark Chocolate,Alpino Hp. Pb. Dark Choclate,Alpino,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,649
Ambi Pur Rose & Blossom Room Freshener,Ambi Pur Rose & Blossom Room Freshener,Ambi Pur,Home & Lifestyle,Air Fresheners,Room Freshener,pc,279
Ambi Pur Sweet Berries Room Freshener,Ambi Pur Sweet Berries Room Freshener,Ambi Pur,Home & Lifestyle,Air Fresheners,Room Freshener,pc,279
Everest Pav Bhaji Masala 100G,Everest Pav Bhaji Masala,Everest,Masala & Dry Fruits,Blended Spices,Pav Bhaji Masala,100g,90
Amul Kool Kesar 180Ml,Amul Kool Kesar,Amul,Cold Drinks & Juices,Flavoured Milk,Flavoured Milk,180ml,22
Everest Pav Bhaji Masala 50G,Everest Pav Bhaji Masala,Everest,Masala & Dry Fruits,Blended Spices,Pav Bhaji Masala,100g,47
Nuts & Seeds 220G,Nuts & Seeds,Unknown,Masala & Dry Fruits,Seeds & Nuts,Mixed Nuts & Seeds,220g,110
Cocktail Nuts,Cocktail Nuts,Unknown,Masala & Dry Fruits,Seeds & Nuts,Mixed Nuts & Seeds,pc,120
Amul Pure Ghee 1L,Amul Pure Ghee,Amul,"Dairy, Bread & Eggs",Ghee & Butter,Ghee,1L,660
Amul Processed Cheese 200 Gms,Amul Processed Cheese,Amul,"Dairy, Bread & Eggs",Cheese & Paneer,Processed Cheese,200g,123
Amul 300 Gm Plcnt Chocominis [Mouldd],Amul Plcnt Chocominis [Mouldd],Amul,Sweet Tooth,Chocolates,Chocolate,300g,140
Amul Butter 200G,Amul Butter,Amul,"Dairy, Bread & Eggs",Ghee & Butter,Ghee,200g,118
Anuved Aloevera 125Gm,Anuved Aloevera,Anuved,Personal Care,Bath & Body,Bar Soap,125g,81
Desi Ghee Soanpapdi Rose 300Gm,Desi Ghee Soanpapdi Rose,Unknown,Snacks & Munchies,Papads,Papad,300g,200
Anuved Kesar 125Gm,Anuved Kesar,Anuved,Personal Care,Bath & Body,Bar Soap,125g,75
Anuved Pahadi Gulab 125Gm,Anuved Pahadi Gulab,Anuved,Personal Care,Bath & Body,Bar Soap,125g,75
Britania Cors,Britania Cors,Britannia,Snacks & Munchies,Namkeen & Mixtures,Namkeen,pc,20
Everest Rajama Masala 50G,Everest Rajama Masala,Everest,Masala & Dry Fruits,Blended Spices,Rajma Masala,50g,43
Bake Lite 200 Gm Plpch Milk Toasted Bread,Bake Lite Plpch Milk Toasted Bread,Bake Lite,"Dairy, Bread & Eggs",Bread & Toast,Bread,200g,63
Badshah Pav Bhaji Masala 50G,Badshah Pav Bhaji Masala,Badshah,Masala & Dry Fruits,Blended Spices,Pav Bhaji Masala,50g,47
Britannia 200 Gm Cdbox Nutri Choice 5 Grain Hi Fibre,Britannia Cdbox Nutri Choice 5 Grain Hi Fibre,Britannia,Snacks & Munchies,Biscuits & Cookies,Digestive Biscuits,200g,75
Anuved Panchamrit 125Gm,Anuved Panchamrit,Anuved,Personal Care,Bath & Body,Bar Soap,125g,81
Bambino Vermicelli 500G,Bambino Vermicelli,Bambino,Instant & Frozen Food,Noodles & Pasta,Vermicelli,500g,53
Anuved Chandanam 125Gm,Anuved Chandanam,Anuved,Personal Care,Bath & Body,Bar Soap,125g,75
Bambino Roasted Vermicelli 200G,Bambino Roasted Vermicelli,Bambino,Instant & Frozen Food,Pasta & Noodles,Roasted Vermicelli,500g,30
Anuved Kewda 125Gm,Anuved Kewda,Anuved,Personal Care,Bath & Body,Bar Soap,125g,81
Bedekar Ready Pickles Mix 100Gms.,Bedekar Ready Pickles Mix.,Bedekar,Masala & Dry Fruits,Pickles & Chutneys,Pickle,100g,80
Spl Desi Ghee Soanpapadi 300Gm,Spl Desi Ghee Soanpapadi,Unknown,Snacks & Munchies,Papads,Papad,300g,200
Bisk Farm Just Ginger Biscuits 200Gms,Bisk Farm Just Ginger Biscuits,Bisk Farm,Snacks & Munchies,Biscuits & Cookies,Biscuits,200g,30
Everest Sambhar Masala 50G,Everest Sambhar Masala,Everest,Masala & Dry Fruits,Blended Spices,Sambar Masala,50g,42
Everest Sabji Masala 50G,Everest Sabji Masala,Everest,Masala & Dry Fruits,Blended Spices,Sabji Masala,50g,38
Britania Marie Gold 73G,Britania Marie Gold,Britannia,Snacks & Munchies,Namkeen & Mixtures,Namkeen,73g,10
Britania Nc Cracker Suga Free 67G,Britania Natural Care Cracker Suga Free,Britannia,Snacks & Munchies,Namkeen & Mixtures,Namkeen,67g,10
Britania Nice Time,Britania Nice Time,Britannia,Snacks & Munchies,Namkeen & Mixtures,Namkeen,pc,10
Britania Toastea 150G,Britania Toastea,Britannia,"Dairy, Bread & Eggs",Bread & Toast,Toast,150g,30
Zig Zag Colgate Toothbrush,Zig Zag Colgate Toothbrush,Colgate,Personal Care,Oral Care,Toothbrush,pc,20
Bisk Farm Sugar Free Marie 300G,Bisk Farm Sugar Free Marie,Sugar Free,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,300g,55
Bru Green Label 200G,Bru Green Label,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,200g,180
Britania Jimjam 57G,Britania Jimjam,Britannia,Snacks & Munchies,Biscuits & Cookies,Cream Biscuits,57g,9
Bisk Farm Googly Salted Biscuits 95 Gms,Bisk Farm Googly Salted Biscuits,Bisk Farm,Snacks & Munchies,Biscuits & Cookies,Biscuits,95g,10
Maska Chaska 40.5G,Maska Chaska,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,40.5g,9
Britania Vita Marie Gold 248G,Britania Vita Marie Gold,Britannia,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,248g,45
Britania 50-50 Gol Maal 110G,Britania 50-50 Gol Maal,Britannia,Snacks & Munchies,Namkeen & Mixtures,Namkeen,110g,20
Cdm Chocolate 24G,Cdm Chocolate,Cadbury (CDM),Sweet Tooth,Chocolates,Chocolate,24g,20
Cdm Chocolate Fruit & Nut 36G,Cdm Chocolate Fruit & Nut,Cadbury (CDM),Sweet Tooth,Chocolates,Chocolate,36g,45
Kaju 100G,Kaju 210,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,pc,120
Cdm Chocolate Roast Almond 36G,Cdm Chocolate Roast Almond,Cadbury (CDM),Sweet Tooth,Chocolates,Chocolate,36g,45
Cdm Silk Fruit & Nut 137G,Cdm Silk Fruit & Nut,Cadbury (CDM),Sweet Tooth,Chocolates,Silk Chocolate,137g,175
Cdm Silk Mousse 116G,Cdm Silk Mousse,Cadbury (CDM),Sweet Tooth,Chocolates,Silk Chocolate,116g,175
Cdm Silk Mousse 50G,Cdm Silk Mousse,Cadbury (CDM),Sweet Tooth,Chocolates,Silk Chocolate,116g,80
Cdm Silk Oreo 130G,Cdm Silk Oreo,Cadbury,Snacks & Munchies,Biscuits & Cookies,Cream Biscuits,130g,175
